Artist,Album,Title,Work,note,Genre,GenreMelon,GenreBugs,GenreSource,CoverImageURL,MelonAlbumId,MelonAlbumURL,MelonReleaseDate,MelonLookupStatus
잔나비,혼술남녀 OST,웃어도 될까요,튠,,"국내드라마, 록/메탈","국내드라마, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm/album/images/027/11/237/2711237_500.jpg,2711237,https://www.melon.com/album/detail.htm?albumId=2711237,2016.09.19,found
잔나비,she,She,튠,,"발라드, 인디음악","발라드, 인디음악",,melon,https://cdnimg.melon.co.kr/cm/album/images/100/93/774/10093774_500.jpg?649104333a56369e139e1486e97fbade,10093774,https://www.melon.com/album/detail.htm?albumId=10093774,2017.09.09,found
잔나비,Good boy Twist,Good boy Twist,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm/album/images/101/94/042/10194042_500.jpg?0944e0fef6a1d5fefd7869ec8cd4344f,10194042,https://www.melon.com/album/detail.htm?albumId=10194042,2018.08.13,found
잔나비,Made in Christmas,Made In Christmas,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm/album/images/102/35/861/10235861_500.jpg?c1e883dc3ae1ae040e7d579dfeb0e92f,10235861,https://www.melon.com/album/detail.htm?albumId=10235861,2018.12.21,found
잔나비,로맨스는 별책부록 OST,나는 볼 수 없던 이야기,튠,,"발라드, 국내드라마","발라드, 국내드라마",,melon,https://cdnimg.melon.co.kr/cm/album/images/102/48/446/10248446_500.jpg?4b1a2deb39761659eeeca79a399c3302,10248446,https://www.melon.com/album/detail.htm?albumId=10248446,2019.02.03,found
잔나비,잔나비 소곡집 I,가을밤에 든 생각,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm2/album/images/109/47/409/10947409_20220510101604_500.jpg?8f28f0d9e3c456d1357bdfe9807b6ddf,10947409,https://www.melon.com/album/detail.htm?albumId=10947409,2022.05.10,found
잔나비,잔나비 소곡집 I,한걸음,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm2/album/images/109/47/409/10947409_20220510101604_500.jpg?8f28f0d9e3c456d1357bdfe9807b6ddf,10947409,https://www.melon.com/album/detail.htm?albumId=10947409,2022.05.10,found
잔나비,잔나비 소곡집 I,그 밤 그 밤,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm2/album/images/109/47/409/10947409_20220510101604_500.jpg?8f28f0d9e3c456d1357bdfe9807b6ddf,10947409,https://www.melon.com/album/detail.htm?albumId=10947409,2022.05.10,found
잔나비,잔나비 소곡집 I,늙은 개,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm2/album/images/109/47/409/10947409_20220510101604_500.jpg?8f28f0d9e3c456d1357bdfe9807b6ddf,10947409,https://www.melon.com/album/detail.htm?albumId=10947409,2022.05.10,found
잔나비,잔나비 소곡집 I,작전명 청-춘!,튠,,"인디음악, 록/메탈","인디음악, 록/메탈",,melon,https://cdnimg.melon.co.kr/cm2/album/images/109/47/409/10947409_20220510101604_500.jpg?8f28f0d9e3c456d1357bdfe9807b6ddf,10947409,https://www.melon.com/album/detail.htm?albumId=10947409,2022.05.10,found
잔나비,러브 스포일러 OST,소란한 밤을 지나,튠,,"국내드라마, 발라드","국내드라마, 발라드",,melon,https://cdnimg.melon.co.kr/cm2/album/images/105/82/297/10582297_20210324154936_500.jpg?eef6af1eb86902fff9cb32dc9f2b85be,10582297,https://www.melon.com/album/detail.htm?albumId=10582297,2021.03.24,found
boynextdoor,'今日だけ I LOVE YOU (Japanese Ver.)' with Yudai Takenaka of Novelbright,https://youtu.be/n6CKdrTF3so?si=kufpX8xuP7-CpOEd,"튠, 믹싱",,"발라드 , 댄스/팝 , 랩/힙합",,"발라드 , 댄스/팝 , 랩/힙합",bugs,https://image.bugsm.co.kr/album/images/500/41399/4139913.jpg,4139913,https://music.bugs.co.kr/album/4139913,2026.02.04,found
